LAT,LON,averageSignal,radio,Network,MCC,MNC,TAC,CID,RANGE
31.385879516602,-7.8174591064453,0,UMTS,IAM,604,1,121,13167468,1000
31.38313293457,-8.7924957275391,0,UMTS,IAM,604,1,121,13166543,1000
30.964279,-9.701614,0,UMTS,IAM,604,1,121,13168540,1000
31.538314819336,-9.4956207275391,0,UMTS,IAM,604,1,121,13168660,1000
31.315155,-9.719467,0,UMTS,IAM,604,1,121,13165753,1000
31.357040405273,-8.8254547119141,0,UMTS,IAM,604,1,121,13168178,1000
31.585006713867,-9.2566680908203,0,UMTS,IAM,604,1,121,13164347,1000
31.357040405273,-8.8529205322266,0,UMTS,IAM,604,1,121,13168651,1000
31.530075073242,-9.4626617431641,0,UMTS,IAM,604,1,121,13164380,1000
31.398239135742,-8.4381866455078,0,UMTS,IAM,604,1,121,13166644,1000
31.280136108398,-8.0921173095703,0,UMTS,IAM,604,1,121,13168613,1000
31.17301940918,-8.8488006591797,0,UMTS,IAM,604,1,121,13166292,1000
32.144852,-9.277267,0,UMTS,IAM,604,1,121,13167711,1000
30.947799682617,-9.0602874755859,0,UMTS,IAM,604,1,121,13168531,1000
23.838272094727,-15.866317749023,0,UMTS,IAM,604,1,119,13298356,1000
26.124801635742,-14.488906860352,0,UMTS,IAM,604,1,119,13293893,1000
30.763779,-9.810791,0,UMTS,IAM,604,1,119,13278509,1000
28.434677124023,-11.113357543945,0,UMTS,IAM,604,1,119,13294121,1000
28.473129272461,-11.348190307617,0,UMTS,IAM,604,1,119,13296616,1000
28.47038269043,-11.337203979492,0,UMTS,IAM,604,1,119,13296601,1000
28.453903198242,-11.116104125977,0,UMTS,IAM,604,1,119,13296471,1000
23.718795776367,-15.922622680664,0,UMTS,IAM,604,1,119,13293997,1000
30.741806030273,-9.8238372802734,0,UMTS,IAM,604,1,119,13280661,1000
26.127548217773,-14.488906860352,0,UMTS,IAM,604,1,119,13293977,1000
28.43879699707,-11.107864379883,0,UMTS,IAM,604,1,119,13296531,1000
23.721542358398,-15.918502807617,0,UMTS,IAM,604,1,119,13293968,1000
29.179000854492,-9.7167205810547,0,UMTS,IAM,604,1,120,13359284,1000
28.97575378418,-10.054550170898,0,UMTS,IAM,604,1,120,13344264,1000
30.544052,-9.570465,0,UMTS,IAM,604,1,119,13300111,1000
30.801544,-9.774399,0,UMTS,IAM,604,1,119,13300161,1000
28.879623413086,-10.194625854492,0,UMTS,IAM,604,1,120,13344012,1000
23.706436157227,-15.925369262695,0,UMTS,IAM,604,1,119,13298415,1000
27.135543823242,-13.19938659668,0,UMTS,IAM,604,1,119,13299481,1000
22.565231323242,-14.313125610352,0,UMTS,IAM,604,1,119,13300227,1000
30.502579,-9.591476,0,UMTS,IAM,604,1,119,13299849,1816
29.350662231445,-10.136947631836,0,UMTS,IAM,604,1,120,19236,1000
27.150650024414,-13.200759887695,0,UMTS,IAM,604,1,119,13299316,1000
27.154769897461,-13.235092163086,0,UMTS,IAM,604,1,119,13299424,1000
28.479995727539,-11.268539428711,0,UMTS,IAM,604,1,119,13300209,1000
30.50356,-9.538172,0,UMTS,IAM,604,1,119,13298775,7644
30.508346557617,-9.2154693603516,0,UMTS,IAM,604,1,119,13556603,1000
28.471755981445,-11.193008422852,0,UMTS,IAM,604,1,119,13300207,1000
30.59211730957,-9.5299530029297,0,UMTS,IAM,604,1,119,13300112,1000
29.08561706543,-9.8911285400391,0,UMTS,IAM,604,1,120,13343835,1000
29.580002,-10.041275,0,UMTS,IAM,604,1,120,13359988,1000
28.43879699707,-11.105117797852,0,UMTS,IAM,604,1,120,13359655,1000
29.797669,-9.812164,0,UMTS,IAM,604,1,120,13359680,1000
28.485488891602,-11.320724487305,0,UMTS,IAM,604,1,120,13359659,1000
29.714584350586,-9.7606658935547,0,UMTS,IAM,604,1,120,13359320,1000
29.093856811523,-9.8760223388672,0,UMTS,IAM,604,1,120,13360184,1000
29.352035522461,-10.136947631836,0,UMTS,IAM,604,1,120,13359347,1000
28.956527709961,-10.010604858398,0,UMTS,IAM,604,1,120,13359419,1000
29.106216430664,-9.8416900634766,0,UMTS,IAM,604,1,120,13359412,1000
28.436050415039,-11.069412231445,0,UMTS,IAM,604,1,120,13359359,1000
28.990859985352,-10.053176879883,0,UMTS,IAM,604,1,120,13362104,1000
29.69123840332,-9.7304534912109,0,UMTS,IAM,604,1,120,13362125,1000
28.1147,-12.021103,0,UMTS,IAM,604,1,120,13362010,1000
29.666519165039,-9.7208404541016,0,UMTS,IAM,604,1,120,13362076,1000
29.580001831055,-10.032577514648,0,UMTS,IAM,604,1,120,13361967,1000
29.067764282227,-9.4283294677734,0,UMTS,IAM,604,1,120,13362144,1000
29.54704284668,-9.3267059326172,0,UMTS,IAM,604,1,120,13361938,1000
29.600601196289,-9.7084808349609,0,UMTS,IAM,604,1,120,13361959,1000
29.636306762695,-9.4997406005859,0,UMTS,IAM,604,1,120,13360596,1000
28.992233276367,-10.053176879883,0,UMTS,IAM,604,1,120,13362091,1000
29.566956,-10.05249,0,UMTS,IAM,604,1,120,13361973,1000
29.801102,-9.816971,0,UMTS,IAM,604,1,120,13361889,1000
28.080368041992,-12.096633911133,0,UMTS,IAM,604,1,120,13362012,1000
29.575882,-10.040131,0,UMTS,IAM,604,1,120,13361975,1000
29.003219604492,-10.055923461914,0,UMTS,IAM,604,1,120,13365014,1000
29.158401489258,-10.20149230957,0,UMTS,IAM,604,1,120,13364453,1000
31.862411499023,-9.4832611083984,0,UMTS,IAM,604,1,121,13148999,1000
29.692611694336,-9.5560455322266,0,UMTS,IAM,604,1,120,13365344,1000
31.605606,-8.391037,0,UMTS,IAM,604,1,121,13147307,1000
28.993606567383,-10.051803588867,0,UMTS,IAM,604,1,120,13366203,1000
29.761277,-9.79294,0,UMTS,IAM,604,1,120,13366104,2881
29.077377319336,-10.282516479492,0,UMTS,IAM,604,1,120,13364749,1000
31.587753295898,-8.4011077880859,0,UMTS,IAM,604,1,121,13148733,1000
29.011459350586,-10.038070678711,0,UMTS,IAM,604,1,120,13365011,1000
29.607467651367,-9.7126007080078,0,UMTS,IAM,604,1,120,13364990,1000
29.67887878418,-9.7139739990234,0,UMTS,IAM,604,1,120,13364989,1000
28.945541381836,-10.128707885742,0,UMTS,IAM,604,1,120,13365599,1000
32.362289428711,-8.8378143310547,0,UMTS,IAM,604,1,121,13149519,1000
28.999099731445,-10.093002319336,0,UMTS,IAM,604,1,120,13365598,1000
31.889877319336,-9.4269561767578,0,UMTS,IAM,604,1,121,13148997,1000
31.617279,-8.374329,0,UMTS,IAM,604,1,121,13147304,1000
29.633560180664,-9.7153472900391,0,UMTS,IAM,604,1,120,13364993,1000
31.59049987793,-9.1852569580078,0,UMTS,IAM,604,1,121,13163718,1000
30.927200317383,-9.0685272216797,0,UMTS,IAM,604,1,121,13163940,1000
31.142807006836,-7.9067230224609,0,UMTS,IAM,604,1,121,13163555,1000
31.355667114258,-9.7977447509766,0,UMTS,IAM,604,1,121,13164054,1000
31.201859,-8.076324,0,UMTS,IAM,604,1,121,13163169,1000
30.813217163086,-9.1262054443359,0,UMTS,IAM,604,1,121,13163935,1000
31.137313842773,-7.9204559326172,0,UMTS,IAM,604,1,121,13163610,1000
32.120592,-9.288947,0,UMTS,IAM,604,1,121,13163584,3847
31.36116027832,-8.8103485107422,0,UMTS,IAM,604,1,121,13168181,1000
31.38313293457,-8.7938690185547,0,UMTS,IAM,604,1,121,13164328,1000
31.957168579102,-9.2388153076172,0,UMTS,IAM,604,1,121,13168283,1000
31.255417,-7.97493,0,UMTS,IAM,604,1,121,13166449,1000
31.289749145508,-8.0536651611328,0,UMTS,IAM,604,1,121,13168520,1000
31.725082,-9.570465,0,UMTS,IAM,604,1,121,13168692,1000
31.578140258789,-9.0026092529297,0,UMTS,IAM,604,1,121,13166548,1000
31.417465209961,-8.0426788330078,0,UMTS,IAM,604,1,121,13168149,1000
31.576767,-9.28322,0,UMTS,IAM,604,1,121,13168659,2397
31.534194946289,-9.5409393310547,0,UMTS,IAM,604,1,121,13166429,1000
31.483383178711,-8.0673980712891,0,UMTS,IAM,604,1,121,13167757,1000
30.349044799805,-9.5024871826172,0,UMTS,IAM,604,1,119,13298776,1000
28.415451049805,-11.110610961914,0,UMTS,IAM,604,1,120,13344259,1000
23.633651733398,-15.98991394043,0,UMTS,IAM,604,1,119,13299113,1000
28.469009399414,-11.17790222168,0,UMTS,IAM,604,1,119,13300211,1000
26.74690246582,-11.659927368164,0,UMTS,IAM,604,1,119,13300640,1000
28.42643737793,-11.390762329102,0,UMTS,IAM,604,1,120,13345002,1000
28.863143920898,-10.206985473633,0,UMTS,IAM,604,1,120,13344015,1000
30.497360229492,-9.5629119873047,0,UMTS,IAM,604,1,119,13299844,1000
27.150650024414,-13.19938659668,0,UMTS,IAM,604,1,119,13299319,1000
29.707717895508,-9.7222137451172,0,UMTS,IAM,604,1,120,13359299,1000
29.264144897461,-9.7386932373047,0,UMTS,IAM,604,1,120,13343995,1000
30.508347,-9.591408,0,UMTS,IAM,604,1,119,13299846,1362
29.115829467773,-10.106735229492,0,UMTS,IAM,604,1,120,13345781,1000
22.565231323242,-14.313125610352,0,UMTS,IAM,604,1,119,13300230,1000
28.420944213867,-11.392135620117,0,UMTS,IAM,604,1,119,13345004,1000
29.753036499023,-9.5835113525391,0,UMTS,IAM,604,1,120,13359371,1000
29.611588,-10.01976,0,UMTS,IAM,604,1,120,13360276,1370
29.70085144043,-9.7373199462891,0,UMTS,IAM,604,1,120,13359853,1000
29.64798,-9.71878,0,UMTS,IAM,604,1,120,13359401,1000
28.017196655273,-9.2923736572266,0,UMTS,IAM,604,1,120,13359924,1000
29.682998657227,-9.7153472900391,0,UMTS,IAM,604,1,120,13359361,1000
29.051284790039,-9.3624114990234,0,UMTS,IAM,604,1,120,13359413,1000
29.696731567383,-9.7304534912109,0,UMTS,IAM,604,1,120,13359426,1000
29.428939819336,-10.130081176758,0,UMTS,IAM,604,1,120,13359367,1000
29.703598022461,-9.7441864013672,0,UMTS,IAM,604,1,120,13359300,1000
29.548416137695,-10.053176879883,0,UMTS,IAM,604,1,120,13359400,1000
28.445663452148,-11.110610961914,0,UMTS,IAM,604,1,120,13359364,1000
29.376754760742,-10.171279907227,0,UMTS,IAM,604,1,120,13359311,1000
28.968887329102,-10.038070678711,0,UMTS,IAM,604,1,120,13359350,1000
29.718704223633,-9.7071075439453,0,UMTS,IAM,604,1,120,13359395,1000
29.360275268555,-10.18913269043,0,UMTS,IAM,604,1,120,13359406,1000
29.382247924805,-10.175399780273,0,UMTS,IAM,604,1,120,13362033,1000
28.427810668945,-11.107864379883,0,UMTS,IAM,604,1,120,13362038,1000
29.698104858398,-9.7208404541016,0,UMTS,IAM,604,1,120,13361935,1000
29.682998657227,-9.7153472900391,0,UMTS,IAM,604,1,120,13362074,1000
29.689865112305,-9.7235870361328,0,UMTS,IAM,604,1,120,13361936,1000
29.426193237305,-10.127334594727,0,UMTS,IAM,604,1,120,13362031,1000
29.376754760742,-10.178146362305,0,UMTS,IAM,604,1,120,13362121,1000
28.499221801758,-11.326217651367,0,UMTS,IAM,604,1,120,13362150,1000
28.095474243164,-12.048568725586,0,UMTS,IAM,604,1,120,13362011,1000
29.567642211914,-9.9776458740234,0,UMTS,IAM,604,1,120,13360289,1000
28.979873657227,-10.055923461914,0,UMTS,IAM,604,1,120,13362034,1000
26.740036010742,-11.675033569336,0,UMTS,IAM,604,1,120,13362117,1000
28.431930541992,-11.109237670898,0,UMTS,IAM,604,1,120,13362119,1000
29.699478149414,-9.7194671630859,0,UMTS,IAM,604,1,120,13362107,1000
29.511337280273,-9.1646575927734,0,UMTS,IAM,604,1,120,13366191,1000
29.596481323242,-9.7167205810547,0,UMTS,IAM,604,1,120,13365354,1000
32.363662719727,-8.8378143310547,0,UMTS,IAM,604,1,121,13149522,1000
32.348556518555,-8.8474273681641,0,UMTS,IAM,604,1,121,13149523,1000
29.696731567383,-9.7332000732422,0,UMTS,IAM,604,1,120,13362168,1000
29.842300415039,-9.4983673095703,0,UMTS,IAM,604,1,120,13513766,1000
31.376267,-9.726333,0,UMTS,IAM,604,1,121,13120435,2276
31.034317016602,-9.6727752685547,0,UMTS,IAM,604,1,121,15414,1000
29.56901550293,-9.5093536376953,0,UMTS,IAM,604,1,120,13365350,1000
31.551361,-8.466339,0,UMTS,IAM,604,1,121,13148736,1000
31.563034057617,-8.8996124267578,0,UMTS,IAM,604,1,121,13163546,1000
31.135940551758,-9.0122222900391,0,UMTS,IAM,604,1,121,13163953,1000
31.44905090332,-8.0825042724609,0,UMTS,IAM,604,1,121,13163365,1000
31.53694152832,-9.5354461669922,0,UMTS,IAM,604,1,121,13164322,1000
31.564407348633,-8.9037322998047,0,UMTS,IAM,604,1,121,13163549,1000
31.111221313477,-9.0177154541016,0,UMTS,IAM,604,1,121,13163946,1000
31.531448364258,-9.5532989501953,0,UMTS,IAM,604,1,121,13164323,1000
31.126327514648,-9.0177154541016,0,UMTS,IAM,604,1,121,13163948,1000
31.403732299805,-8.7952423095703,0,UMTS,IAM,604,1,121,13163924,1000
31.160659790039,-8.9971160888672,0,UMTS,IAM,604,1,121,13163952,1000
31.358413696289,-8.5082244873047,0,UMTS,IAM,604,1,121,13164277,1000
31.380386352539,-8.5315704345703,0,UMTS,IAM,604,1,121,13164279,1000
31.381759643555,-8.5343170166016,0,UMTS,IAM,604,1,121,13163160,1000
31.907730102539,-9.2552947998047,0,UMTS,IAM,604,1,121,13163814,1000
30.831069946289,-9.1165924072266,0,UMTS,IAM,604,1,121,13163959,1000
31.579513549805,-9.0808868408203,0,UMTS,IAM,604,1,121,13166550,1000
31.315155,-7.958221,0,UMTS,IAM,604,1,121,13167466,1000
31.482009887695,-7.9918670654297,0,UMTS,IAM,604,1,121,13166303,1000
31.340561,-8.05916,0,UMTS,IAM,604,1,121,13166426,3990
31.293869018555,-7.9946136474609,0,UMTS,IAM,604,1,121,13167470,1000
31.240310668945,-8.8968658447266,0,UMTS,IAM,604,1,121,13168697,1000
31.582260131836,-9.0314483642578,0,UMTS,IAM,604,1,121,13164341,1000
31.302108764648,-7.9589080810547,0,UMTS,IAM,604,1,121,13166448,1000
32.082561,-9.321425,0,UMTS,IAM,604,1,121,13166557,2427
31.814346313477,-9.3404388427734,0,UMTS,IAM,604,1,121,13164353,1000
31.44905090332,-8.7979888916016,0,UMTS,IAM,604,1,121,13168656,1000
31.468276977539,-8.0646514892578,0,UMTS,IAM,604,1,121,13167758,1000
31.416091918945,-8.0426788330078,0,UMTS,IAM,604,1,121,13168146,1000
28.444290161133,-11.110610961914,0,UMTS,IAM,604,1,119,13296530,1000
23.688583374023,-15.952835083008,0,UMTS,IAM,604,1,119,13298435,1000
30.853042602539,-9.7592926025391,0,UMTS,IAM,604,1,119,13300159,1000
28.466262817383,-11.16828918457,0,UMTS,IAM,604,1,119,13300208,1000
27.13829,-13.198013,0,UMTS,IAM,604,1,119,13299479,1000
28.886489868164,-10.76042175293,0,UMTS,IAM,604,1,120,13343837,1000
30.826950073242,-9.7634124755859,0,UMTS,IAM,604,1,119,13300160,1000
28.963394165039,-9.9886322021484,0,UMTS,IAM,604,1,120,16049,1000
30.678635,-9.486694,0,UMTS,IAM,604,1,119,13298844,1000
29.254531860352,-9.7428131103516,0,UMTS,IAM,604,1,120,13343993,1000
28.475875854492,-11.201248168945,0,UMTS,IAM,604,1,120,13296600,1000
29.557343,-9.693373,0,UMTS,IAM,604,1,120,13359402,2069
29.58137512207,-10.033950805664,0,UMTS,IAM,604,1,120,13359398,1000
29.363021850586,-10.183639526367,0,UMTS,IAM,604,1,120,13359348,1000
29.615708,-10.011294,0,UMTS,IAM,604,1,120,13359394,2417
29.692611694336,-9.7304534912109,0,UMTS,IAM,604,1,120,13359321,1000
29.711837768555,-9.7730255126953,0,UMTS,IAM,604,1,120,13359301,1000
28.095474243164,-12.049942016602,0,UMTS,IAM,604,1,120,13360269,1000
29.69123840332,-9.7318267822266,0,UMTS,IAM,604,1,120,13359854,1000
29.658968,-9.981086,0,UMTS,IAM,604,1,120,13359392,3859
28.990859985352,-10.064163208008,0,UMTS,IAM,604,1,120,13359302,1000
29.382247924805,-10.171279907227,0,UMTS,IAM,604,1,120,13359368,1000
29.166641235352,-9.6123504638672,0,UMTS,IAM,604,1,120,13359423,1000
29.682998657227,-9.7153472900391,0,UMTS,IAM,604,1,120,13362075,1000
29.698104858398,-9.7345733642578,0,UMTS,IAM,604,1,120,13362017,1000
29.378128051758,-10.175399780273,0,UMTS,IAM,604,1,120,13362132,1000
29.685745239258,-9.5148468017578,0,UMTS,IAM,604,1,120,13360599,1000
29.33967590332,-10.139694213867,0,UMTS,IAM,604,1,120,13362032,1000
29.692611694336,-9.7400665283203,0,UMTS,IAM,604,1,120,13362004,1000
29.549789428711,-9.3665313720703,0,UMTS,IAM,604,1,120,13361940,1000
29.548416137695,-9.6961212158203,0,UMTS,IAM,604,1,120,13361972,1000
29.676132202148,-9.8746490478516,0,UMTS,IAM,604,1,120,13361920,1000
29.604034,-10.026398,0,UMTS,IAM,604,1,120,13361963,1000
29.699478149414,-9.7345733642578,0,UMTS,IAM,604,1,120,13362016,1000
29.566278,-10.040172,0,UMTS,IAM,604,1,120,13361957,10366
31.926958,-9.416664,0,UMTS,IAM,604,1,121,13149000,4046
29.001846313477,-10.055923461914,0,UMTS,IAM,604,1,120,13364969,1000
28.968887329102,-10.032577514648,0,UMTS,IAM,604,1,120,13366199,1000
31.244430541992,-9.7290802001953,0,UMTS,IAM,604,1,121,16170,1000
29.692611694336,-9.7304534912109,0,UMTS,IAM,604,1,120,13362169,1000
31.593246459961,-9.2745208740234,0,UMTS,IAM,604,1,121,13119848,1000
29.021072387695,-10.017471313477,0,UMTS,IAM,604,1,120,13365729,1000
29.005966186523,-10.044937133789,0,UMTS,IAM,604,1,120,13365009,1000
29.667211,-9.797044,0,UMTS,IAM,604,1,120,13365351,5563
29.025192260742,-10.010604858398,0,UMTS,IAM,604,1,120,13365726,1000
27.940292358398,-12.924728393555,0,UMTS,IAM,604,1,120,13362158,1000
29.670639038086,-9.7675323486328,0,UMTS,IAM,604,1,120,13364405,1000
29.172134399414,-9.6947479248047,0,UMTS,IAM,604,1,120,13365596,1000
31.589126586914,-9.0918731689453,0,UMTS,IAM,604,1,121,13163717,1000
31.094741821289,-9.0204620361328,0,UMTS,IAM,604,1,121,13163947,1000
31.981887817383,-9.3404388427734,0,UMTS,IAM,604,1,121,13163427,1000
31.063156,-9.674835,0,UMTS,IAM,604,1,121,13163824,1000
31.287002563477,-8.8652801513672,0,UMTS,IAM,604,1,121,13164246,1000
31.354293823242,-8.5109710693359,0,UMTS,IAM,604,1,121,13164278,1000
31.528701782227,-9.5752716064453,0,UMTS,IAM,604,1,121,13163621,1000
31.115341186523,-9.0190887451172,0,UMTS,IAM,604,1,121,13163951,1000
31.413345336914,-8.7416839599609,0,UMTS,IAM,604,1,121,13163925,1000
31.399612426758,-8.7924957275391,0,UMTS,IAM,604,1,121,13163927,1000
31.410598754883,-8.8076019287109,0,UMTS,IAM,604,1,121,13164327,1000
31.575393676758,-8.4244537353516,0,UMTS,IAM,604,1,121,13163817,1000
31.138687133789,-9.0094757080078,0,UMTS,IAM,604,1,121,13163956,1000
31.118087768555,-9.0163421630859,0,UMTS,IAM,604,1,121,13163813,1000
31.354293823242,-9.7991180419922,0,UMTS,IAM,604,1,121,13163347,1000
31.572647094727,-8.4258270263672,0,UMTS,IAM,604,1,121,13163818,1000
31.045303344727,-9.0135955810547,0,UMTS,IAM,604,1,121,13163930,1000
31.043930053711,-8.9984893798828,0,UMTS,IAM,604,1,121,13163931,1000
31.11946105957,-9.0177154541016,0,UMTS,IAM,604,1,121,13163949,1000
31.587753295898,-9.2539215087891,0,UMTS,IAM,604,1,121,13163283,1000
31.245803833008,-8.8872528076172,0,UMTS,IAM,604,1,121,13163532,1000
31.517715454102,-9.6398162841797,0,UMTS,IAM,604,1,121,13163622,1000
30.825576782227,-9.1220855712891,0,UMTS,IAM,604,1,121,13163961,1000
31.373519897461,-8.7718963623047,0,UMTS,IAM,604,1,121,13163923,1000
32.274398803711,-9.0534210205078,0,UMTS,IAM,604,1,121,13149671,1000
31.528701782227,-8.8103485107422,0,UMTS,IAM,604,1,121,13168654,1000
31.227265,-7.969894,0,UMTS,IAM,604,1,121,13166266,1399
31.530075073242,-9.5642852783203,0,UMTS,IAM,604,1,121,13167932,1000
31.530075073242,-9.4310760498047,0,UMTS,IAM,604,1,121,13164378,1000
31.296615600586,-8.0770111083984,0,UMTS,IAM,604,1,121,13168612,1000
31.472396850586,-8.0660247802734,0,UMTS,IAM,604,1,121,13164363,1000
31.591873168945,-8.0481719970703,0,UMTS,IAM,604,1,121,13167200,1000
31.475143432617,-8.7897491455078,0,UMTS,IAM,604,1,121,13168653,1000
31.59049987793,-7.9836273193359,0,UMTS,IAM,604,1,121,13167943,1000
32.040024,-9.340897,0,UMTS,IAM,604,1,121,13165267,1000
31.455917358398,-8.0715179443359,0,UMTS,IAM,604,1,121,13166304,1000
31.731949,-9.628143,0,UMTS,IAM,604,1,121,13168689,1000
31.597366333008,-8.0426788330078,0,UMTS,IAM,604,1,121,13164518,1000
31.766281,-9.380265,0,UMTS,IAM,604,1,121,13167788,1000
31.814346313477,-9.3390655517578,0,UMTS,IAM,604,1,121,13166259,1000
31.593246459961,-8.4011077880859,0,UMTS,IAM,604,1,121,13168521,1000
31.219711303711,-8.9215850830078,0,UMTS,IAM,604,1,121,13168698,1000
30.971145629883,-9.0493011474609,0,UMTS,IAM,604,1,121,13163939,1000
31.591873168945,-9.2374420166016,0,UMTS,IAM,604,1,121,13163281,1000
31.142807006836,-7.9218292236328,0,UMTS,IAM,604,1,121,13163556,1000
31.575393676758,-8.9723968505859,0,UMTS,IAM,604,1,121,13163548,1000
30.97526550293,-9.0479278564453,0,UMTS,IAM,604,1,121,13163937,1000
31.086502075195,-9.0190887451172,0,UMTS,IAM,604,1,121,13163950,1000
31.572647094727,-9.2745208740234,0,UMTS,IAM,604,1,121,13163282,1000
31.131820678711,-9.0163421630859,0,UMTS,IAM,604,1,121,13163957,1000
31.26091003418,-8.8721466064453,0,UMTS,IAM,604,1,121,13163533,1000
31.574020385742,-8.9669036865234,0,UMTS,IAM,604,1,121,13163551,1000
30.862655639648,-9.0932464599609,0,UMTS,IAM,604,1,121,13163958,1000
31.131820678711,-9.0149688720703,0,UMTS,IAM,604,1,121,13163954,1000
31.174392700195,-8.8474273681641,0,UMTS,IAM,604,1,121,13164325,1000
31.010971069336,-9.0287017822266,0,UMTS,IAM,604,1,121,13163938,1000
31.145897,-7.910843,0,UMTS,IAM,604,1,121,13163609,1000
31.388626098633,-8.4546661376953,0,UMTS,IAM,604,1,121,13164236,1000
31.155166625977,-8.9998626708984,0,UMTS,IAM,604,1,121,13163955,1000
31.40510559082,-8.4340667724609,0,UMTS,IAM,604,1,121,13164237,1000
31.409225463867,-8.8021087646484,0,UMTS,IAM,604,1,121,13166542,1000
31.417465209961,-8.0797576904297,0,UMTS,IAM,604,1,121,13167479,1000
31.444931030273,-8.0619049072266,0,UMTS,IAM,604,1,121,13164364,1000
31.566467,-9.29512,0,UMTS,IAM,604,1,121,13168662,1000
31.989212,-9.339523,0,UMTS,IAM,604,1,121,13167722,1080
31.579513549805,-9.0122222900391,0,UMTS,IAM,604,1,121,13168648,1000
31.237564086914,-8.8927459716797,0,UMTS,IAM,604,1,121,13168694,1000
31.223831,-9.714661,0,UMTS,IAM,604,1,121,13166556,1000
31.380386352539,-8.8158416748047,0,UMTS,IAM,604,1,121,13164329,1000
31.453170776367,-8.0715179443359,0,UMTS,IAM,604,1,121,13167477,1000
31.293869018555,-8.0728912353516,0,UMTS,IAM,604,1,121,13167453,1000
31.795121,-9.562915,0,UMTS,IAM,604,1,121,13168691,2645
31.428451538086,-8.0934906005859,0,UMTS,IAM,604,1,121,13168151,1000
31.572647094727,-9.2745208740234,0,UMTS,IAM,604,1,121,13164346,1000
30.916901,-9.707794,0,UMTS,IAM,604,1,121,13168542,1000
31.571273803711,-7.6265716552734,0,UMTS,IAM,604,1,122,13214003,1000
31.679763793945,-7.7474212646484,0,UMTS,IAM,604,1,122,13212829,1000
31.538315,-9.488754,0,UMTS,IAM,604,1,121,13169675,1000
32.625961303711,-7.7941131591797,0,UMTS,IAM,604,1,122,7740433,1000
32.099990844727,-7.9863739013672,0,UMTS,IAM,604,1,122,13212847,1000
32.506484985352,-7.8627777099609,0,UMTS,IAM,604,1,122,13214177,1000
32.053298950195,-7.9698944091797,0,UMTS,IAM,604,1,122,13213838,1000
31.438064575195,-8.0550384521484,0,UMTS,IAM,604,1,121,33021790,1000
31.543807983398,-7.6883697509766,0,UMTS,IAM,604,1,122,13213796,1000
32.156295776367,-7.6210784912109,0,UMTS,IAM,604,1,122,13213477,1000
31.469650268555,-7.3986053466797,0,UMTS,IAM,604,1,122,13213813,1000
31.550674438477,-7.5908660888672,0,UMTS,IAM,604,1,122,13213998,1000
31.547927856445,-7.6100921630859,0,UMTS,IAM,604,1,122,13215071,1000
31.347427368164,-8.8007354736328,0,UMTS,IAM,604,1,121,13169575,1000
31.845932006836,-8.0275726318359,0,UMTS,IAM,604,1,122,13213644,1000
31.539688110352,-7.5208282470703,0,UMTS,IAM,604,1,121,13169231,1000
31.836318969727,-8.0316925048828,0,UMTS,IAM,604,1,122,13213646,1000
32.167282104492,-7.9932403564453,0,UMTS,IAM,604,1,122,13212967,1000
31.901779,-8.023453,0,UMTS,IAM,604,1,122,13231135,1000
31.431198120117,-7.9602813720703,0,UMTS,IAM,604,1,122,13229153,1000
31.505355834961,-7.7199554443359,0,UMTS,IAM,604,1,122,13231881,1000
32.551803588867,-7.8888702392578,0,UMTS,IAM,604,1,122,13231647,1000
31.926956176758,-8.1937408447266,0,UMTS,IAM,604,1,122,13231136,1000
31.489563,-7.89711,0,UMTS,IAM,604,1,122,13229323,1000
32.163162231445,-7.9959869384766,0,UMTS,IAM,604,1,122,13231625,1000
31.883010864258,-8.1882476806641,0,UMTS,IAM,604,1,122,13231170,1000
32.627334594727,-7.7968597412109,0,UMTS,IAM,604,1,122,13231649,1000
31.506729125977,-7.8751373291016,0,UMTS,IAM,604,1,122,13229325,1000
32.021713256836,-7.9726409912109,0,UMTS,IAM,604,1,122,13231204,1000
31.774520874023,-7.9822540283203,0,UMTS,IAM,604,1,122,13231634,1000
31.388626098633,-7.8133392333984,0,UMTS,IAM,604,1,122,13231871,1000
32.521591186523,-7.9163360595703,0,UMTS,IAM,604,1,122,13228871,1000
32.178268432617,-7.6609039306641,0,UMTS,IAM,604,1,122,13232003,1000
31.265029907227,-7.8147125244141,0,UMTS,IAM,604,1,122,13233588,1000
31.429482,-7.808876,0,UMTS,IAM,604,1,122,13231910,1000
32.631454467773,-7.7762603759766,0,UMTS,IAM,604,1,122,13232980,1000
31.556167602539,-7.6773834228516,0,UMTS,IAM,604,1,122,13232907,1000
31.307601928711,-7.9424285888672,0,UMTS,IAM,604,1,122,13232924,1000
31.483383178711,-7.8998565673828,0,UMTS,IAM,604,1,122,13232127,1000
32.614974975586,-7.8078460693359,0,UMTS,IAM,604,1,122,13233024,1000
32.336196899414,-7.9547882080078,0,UMTS,IAM,604,1,122,13233012,1000
32.551803588867,-7.8888702392578,0,UMTS,IAM,604,1,122,13232998,1000
32.631454467773,-7.7913665771484,0,UMTS,IAM,604,1,122,13233022,1000
32.168655395508,-7.6430511474609,0,UMTS,IAM,604,1,122,13232001,1000
31.38313293457,-7.7707672119141,0,UMTS,IAM,604,1,122,13232955,1000
32.039566040039,-8.0014801025391,0,UMTS,IAM,604,1,122,13232247,1000
